"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"09.04.2020","2.787,25","2.747,62","2.809,38","2.701,25","-","1,91%"
"08.04.2020","2.735,00","2.640,50","2.752,50","2.620,75","-","3,52%"
"07.04.2020","2.642,00","2.645,50","2.750,00","2.623,50","-","-0,09%"
"06.04.2020","2.644,50","2.485,00","2.668,50","2.484,75","-","6,51%"
"03.04.2020","2.482,75","2.513,75","2.529,50","2.449,00","-","-1,34%"
"02.04.2020","2.516,50","2.459,00","2.525,00","2.424,75","-","2,80%"
"01.04.2020","2.448,00","2.562,00","2.562,25","2.434,25","-","-4,74%"
"31.03.2020","2.569,75","2.613,25","2.635,75","2.555,75","-","-1,59%"
"30.03.2020","2.611,25","2.459,00","2.621,75","2.445,00","-","3,46%"
"27.03.2020","2.524,00","2.627,75","2.634,50","2.505,25","-","-3,22%"
"26.03.2020","2.608,00","2.471,00","2.625,75","2.402,25","-","5,72%"
"25.03.2020","2.467,00","2.442,75","2.560,75","2.386,00","-","1,19%"
"24.03.2020","2.438,00","2.233,25","2.447,75","2.230,50","-","9,80%"
"23.03.2020","2.220,50","2.220,25","2.386,00","2.174,00","-","-8,92%"
"20.03.2020","2.437,98","2.364,25","2.512,75","2.346,25","71,68K","1,45%"
"19.03.2020","2.403,25","2.414,25","2.474,00","2.288,00","631,23K","-0,45%"
"18.03.2020","2.414,00","2.478,50","2.498,00","2.274,75","976,54K","-3,27%"
"17.03.2020","2.495,50","2.417,25","2.554,50","2.365,00","1,68M","3,28%"
"16.03.2020","2.416,25","2.673,75","2.675,00","2.360,25","2,38M","-10,38%"
"13.03.2020","2.696,00","2.429,50","2.707,75","2.393,50","3,42M","9,19%"
"12.03.2020","2.469,00","2.738,00","2.774,00","2.442,50","4,37M","-9,90%"
"11.03.2020","2.740,25","2.859,50","2.869,50","2.702,75","2,99M","-4,38%"
"10.03.2020","2.865,75","2.733,00","2.884,75","2.695,25","3,42M","4,29%"
"09.03.2020","2.747,75","2.916,00","2.916,00","2.715,00","2,67M","-7,30%"
"06.03.2020","2.964,00","3.024,25","3.037,00","2.898,00","3,16M","-1,71%"
"05.03.2020","3.015,50","3.109,25","3.113,75","2.996,50","2,81M","-3,19%"
"04.03.2020","3.114,75","2.988,25","3.129,50","2.976,50","2,59M","3,93%"
"03.03.2020","2.997,00","3.077,00","3.137,00","2.973,00","3,75M","-2,22%"
"02.03.2020","3.065,00","2.900,00","3.093,25","2.889,25","3,69M","3,86%"
"28.02.2020","2.951,00","2.950,00","2.996,00","2.853,25","5,72M","-0,20%"
"27.02.2020","2.957,00","3.100,25","3.117,00","2.944,50","4,73M","-4,93%"
"26.02.2020","3.110,25","3.138,00","3.182,00","3.091,00","3,89M","-0,71%"
"25.02.2020","3.132,50","3.223,00","3.259,50","3.117,25","4,38M","-2,91%"
"24.02.2020","3.226,25","3.309,00","3.312,00","3.213,75","3,64M","-3,38%"
"21.02.2020","3.339,25","3.367,00","3.369,25","3.328,00","2,29M","-0,89%"
"20.02.2020","3.369,25","3.391,75","3.397,50","3.339,25","2,07M","-0,53%"
"19.02.2020","3.387,25","3.372,00","3.393,75","3.370,75","1,16M","0,53%"
"18.02.2020","3.369,25","3.382,25","3.392,50","3.355,25","1,74M","-0,20%"
"17.02.2020","3.376,00","3.387,62","3.392,38","3.372,12","-","-0,34%"
"16.02.2020","3.387,38","3.382,62","3.389,38","3.382,62","-","0,19%"
"14.02.2020","3.381,00","3.379,50","3.388,50","3.365,25","1,33M","0,10%"
"13.02.2020","3.377,50","3.381,25","3.384,75","3.348,50","1,77M","-0,09%"
"12.02.2020","3.380,50","3.360,50","3.381,50","3.355,50","1,23M","0,69%"
"11.02.2020","3.357,50","3.351,00","3.374,50","3.349,25","1,49M","0,13%"
"10.02.2020","3.353,00","3.322,25","3.353,50","3.303,50","1,40M","0,83%"
"07.02.2020","3.325,50","3.349,00","3.350,00","3.320,75","1,70M","-0,59%"
"06.02.2020","3.345,25","3.337,00","3.357,75","3.332,50","1,46M","0,31%"
"05.02.2020","3.335,00","3.300,25","3.338,00","3.288,25","2,05M","1,08%"
"04.02.2020","3.299,50","3.244,25","3.305,25","3.236,00","1,70M","1,66%"
"03.02.2020","3.245,50","3.222,75","3.267,25","3.222,00","1,92M","0,67%"
"31.01.2020","3.224,00","3.292,00","3.297,50","3.212,75","3,15M","-2,00%"
"30.01.2020","3.289,75","3.271,50","3.295,25","3.239,75","2,42M","0,53%"
"29.01.2020","3.272,50","3.281,75","3.292,75","3.265,25","1,67M","-0,18%"
"28.01.2020","3.278,25","3.239,50","3.285,00","3.238,75","1,91M","1,20%"
"27.01.2020","3.239,50","3.269,75","3.269,75","3.233,00","2,58M","-1,64%"
"24.01.2020","3.293,50","3.326,50","3.337,00","3.280,50","2,52M","-0,98%"
"23.01.2020","3.326,00","3.317,25","3.327,00","3.301,25","1,72M","0,19%"
"22.01.2020","3.319,75","3.321,25","3.337,50","3.315,25","1,51M","0,01%"
"21.01.2020","3.319,50","3.325,00","3.329,75","3.307,25","1,57M","-0,10%"
"20.01.2020","3.322,88","3.327,88","3.328,38","3.318,62","-","-0,06%"
"17.01.2020","3.325,00","3.316,75","3.330,25","3.316,00","1,31M","0,26%"
"16.01.2020","3.316,50","3.294,25","3.318,00","3.294,00","1,34M","0,69%"
"15.01.2020","3.293,75","3.287,75","3.299,00","3.277,75","1,47M","0,17%"
"14.01.2020","3.288,00","3.289,25","3.296,75","3.275,25","1,69M","-0,05%"
"13.01.2020","3.289,75","3.265,75","3.291,00","3.265,50","1,01M","0,77%"
"10.01.2020","3.264,75","3.275,50","3.287,00","3.260,75","1,53M","-0,34%"
"09.01.2020","3.276,00","3.261,25","3.276,75","3.257,75","1,30M","0,48%"
"08.01.2020","3.260,25","3.231,75","3.267,75","3.181,00","2,28M","0,77%"
"07.01.2020","3.235,25","3.243,50","3.254,50","3.226,00","1,29M","-0,25%"
"06.01.2020","3.243,50","3.220,25","3.249,50","3.208,75","1,50M","0,25%"
"03.01.2020","3.235,50","3.261,00","3.263,50","3.206,75","1,76M","-0,72%"
"02.01.2020","3.259,00","3.237,00","3.261,75","3.234,25","1,42M","0,66%"
"01.01.2020","3.237,62","3.236,00","3.240,62","3.234,88","-","0,20%"
"31.12.2019","3.231,00","3.223,25","3.236,25","3.213,00","1,16M","0,23%"
"30.12.2019","3.223,50","3.238,25","3.244,25","3.217,25","1,12M","-0,43%"
"27.12.2019","3.237,50","3.242,00","3.254,00","3.235,50","984,39K","-0,22%"
"26.12.2019","3.244,50","3.227,50","3.244,75","3.227,00","464,64K","0,53%"
"25.12.2019","3.227,38","3.226,25","3.228,12","3.226,25","-","0,05%"
"24.12.2019","3.225,75","3.228,25","3.231,25","3.222,50","297,97K","-0,05%"
"23.12.2019","3.227,25","3.227,00","3.234,25","3.224,25","665,90K","-0,12%"
"20.12.2019","3.231,02","3.208,50","3.220,25","3.204,25","46,15K","0,75%"
"19.12.2019","3.207,10","3.195,00","3.209,00","3.190,25","433,42K","0,39%"
"18.12.2019","3.194,75","3.189,50","3.199,00","3.188,50","582,63K","0,09%"
"17.12.2019","3.192,00","3.192,50","3.199,25","3.187,75","1,03M","-0,07%"
"16.12.2019","3.194,25","3.176,50","3.198,75","3.173,75","1,41M","0,70%"
"13.12.2019","3.172,00","3.175,75","3.185,00","3.156,75","1,83M","0,13%"
"12.12.2019","3.168,00","3.144,00","3.177,50","3.137,25","2,38M","0,80%"
"11.12.2019","3.143,00","3.135,50","3.144,50","3.129,50","1,23M","0,22%"
"10.12.2019","3.136,00","3.133,50","3.143,00","3.116,25","1,43M","0,05%"
"09.12.2019","3.134,50","3.146,50","3.149,50","3.131,25","1,15M","-0,37%"
"06.12.2019","3.146,00","3.117,75","3.151,00","3.117,00","1,30M","0,91%"
"05.12.2019","3.117,75","3.111,00","3.124,75","3.103,25","1,32M","0,22%"
"04.12.2019","3.111,00","3.091,75","3.119,50","3.081,75","1,49M","0,65%"
"03.12.2019","3.091,00","3.114,25","3.121,75","3.069,50","2,15M","-0,75%"
"02.12.2019","3.114,25","3.146,25","3.158,00","3.110,25","1,93M","-0,94%"
"29.11.2019","3.143,75","3.154,75","3.155,00","3.139,50","902,19K","-0,23%"
"28.11.2019","3.151,12","3.144,62","3.151,62","3.142,00","-","-0,08%"
"27.11.2019","3.153,75","3.143,75","3.155,00","3.141,75","928,79K","0,32%"
"26.11.2019","3.143,75","3.131,25","3.145,00","3.128,00","1,07M","0,35%"
"25.11.2019","3.132,75","3.119,00","3.133,50","3.116,50","947,83K","0,68%"
"22.11.2019","3.111,50","3.104,00","3.114,50","3.097,75","995,42K","0,24%"
"21.11.2019","3.104,00","3.097,25","3.114,50","3.091,25","1,43M","-0,16%"
"20.11.2019","3.109,00","3.116,50","3.118,50","3.090,75","1,69M","-0,30%"
"19.11.2019","3.118,50","3.121,50","3.132,50","3.112,75","1,20M","-0,10%"
"18.11.2019","3.121,75","3.119,00","3.127,75","3.111,00","1,03M","0,11%"
"15.11.2019","3.118,25","3.097,00","3.119,50","3.095,75","1,25M","0,69%"
"14.11.2019","3.097,00","3.096,25","3.099,75","3.081,75","1,11M","0,05%"
"13.11.2019","3.095,50","3.091,25","3.097,00","3.075,75","1,25M","0,11%"
"12.11.2019","3.092,00","3.087,75","3.102,00","3.081,25","1,10M","0,15%"
"11.11.2019","3.087,50","3.090,50","3.092,25","3.074,50","844,60K","-0,10%"
"08.11.2019","3.090,50","3.086,25","3.092,50","3.072,50","1,08M","0,15%"
"07.11.2019","3.086,00","3.077,25","3.097,00","3.070,25","1,35M","0,34%"
"06.11.2019","3.075,50","3.071,50","3.078,00","3.063,00","1,08M","0,11%"
"05.11.2019","3.072,00","3.076,75","3.085,75","3.069,75","1,12M","-0,12%"
"04.11.2019","3.075,75","3.064,75","3.083,75","3.064,75","1,18M","0,41%"
"01.11.2019","3.063,25","3.036,00","3.065,00","3.033,00","1,28M","0,91%"
"31.10.2019","3.035,75","3.051,75","3.052,00","3.020,25","1,77M","-0,39%"
"30.10.2019","3.047,75","3.036,50","3.055,00","3.023,25","1,18M","0,40%"
"29.10.2019","3.035,75","3.038,25","3.046,25","3.029,50","1,04M","-0,02%"
"28.10.2019","3.036,25","3.023,00","3.042,75","3.022,75","1,04M","0,53%"
"25.10.2019","3.020,25","3.003,75","3.026,50","3.000,00","1,10M","0,53%"
"24.10.2019","3.004,25","3.006,00","3.015,25","2.998,75","1,06M","-0,05%"
"23.10.2019","3.005,75","2.992,00","3.006,00","2.982,00","1,06M","0,38%"
"22.10.2019","2.994,50","3.006,50","3.014,25","2.988,25","1,13M","-0,40%"
"21.10.2019","3.006,50","2.984,75","3.007,50","2.983,75","886,56K","0,61%"
"18.10.2019","2.988,25","2.997,75","3.001,25","2.975,00","1,34M","-0,33%"
"17.10.2019","2.998,00","2.992,25","3.008,00","2.985,25","1,12M","0,22%"
"16.10.2019","2.991,50","2.996,50","2.997,75","2.984,75","1,15M","-0,21%"
"15.10.2019","2.997,75","2.966,75","3.003,25","2.966,50","1,18M","1,09%"
"14.10.2019","2.965,50","2.968,00","2.982,50","2.953,75","833,67K","-0,18%"
"11.10.2019","2.970,75","2.949,00","2.994,00","2.941,75","1,74M","1,01%"
"10.10.2019","2.941,00","2.920,50","2.954,00","2.881,75","1,58M","0,75%"
"09.10.2019","2.919,00","2.893,50","2.934,25","2.888,25","1,31M","0,92%"
"08.10.2019","2.892,50","2.934,50","2.950,00","2.890,50","1,87M","-1,53%"
"07.10.2019","2.937,50","2.929,75","2.959,50","2.928,00","1,27M","-0,46%"
"04.10.2019","2.951,00","2.911,50","2.953,25","2.896,75","1,50M","1,35%"
"03.10.2019","2.911,75","2.883,75","2.912,50","2.855,00","2,04M","1,08%"
"02.10.2019","2.880,50","2.942,25","2.949,00","2.874,00","2,13M","-1,95%"
"01.10.2019","2.937,75","2.984,00","2.994,50","2.937,00","1,60M","-1,37%"
"30.09.2019","2.978,50","2.976,00","2.986,25","2.964,50","1,16M","0,50%"
"27.09.2019","2.963,75","2.979,75","2.993,00","2.946,25","1,67M","-0,56%"
"26.09.2019","2.980,50","2.985,75","2.995,00","2.964,25","1,35M","-0,19%"
"25.09.2019","2.986,25","2.971,00","2.991,75","2.953,75","1,50M","0,54%"
"24.09.2019","2.970,25","3.001,00","3.012,25","2.958,50","1,94M","-0,89%"
"23.09.2019","2.997,00","2.995,75","3.008,25","2.982,00","1,04M","-0,55%"
"20.09.2019","3.013,61","3.005,50","3.015,50","3.001,75","37,79K","0,25%"
"19.09.2019","3.006,00","3.008,00","3.022,25","2.988,75","372,85K","-0,01%"
"18.09.2019","3.006,25","3.006,00","3.011,00","2.978,50","637,34K","0,02%"
"17.09.2019","3.005,50","3.001,75","3.006,50","2.991,50","1,10M","0,22%"
"16.09.2019","2.999,00","2.993,50","3.003,25","2.981,25","1,20M","-0,25%"
"13.09.2019","3.006,50","3.010,00","3.023,75","3.003,50","1,28M","-0,17%"
"12.09.2019","3.011,75","3.003,00","3.021,75","3.001,00","1,75M","0,32%"
"11.09.2019","3.002,00","2.979,00","3.004,25","2.972,00","1,42M","0,79%"
"10.09.2019","2.978,50","2.979,25","2.985,00","2.957,25","1,49M","0,01%"
"09.09.2019","2.978,25","2.980,25","2.991,50","2.969,50","1,20M","-0,08%"
"06.09.2019","2.980,75","2.970,75","2.988,25","2.970,25","1,18M","0,29%"
"05.09.2019","2.972,00","2.938,00","2.986,50","2.936,50","1,67M","1,14%"
"04.09.2019","2.938,50","2.903,00","2.939,50","2.902,00","1,25M","1,12%"
"03.09.2019","2.906,00","2.901,00","2.926,50","2.889,00","2,00M","0,11%"
"02.09.2019","2.902,88","2.909,12","2.926,50","2.890,50","-","-0,21%"
"01.09.2019","2.908,88","2.923,50","2.923,50","2.893,75","-","-0,54%"
"30.08.2019","2.924,75","2.923,25","2.946,50","2.913,25","1,64M","-0,07%"
"29.08.2019","2.926,75","2.883,25","2.930,75","2.875,25","1,49M","1,28%"
"28.08.2019","2.889,75","2.866,25","2.890,50","2.851,75","1,49M","0,85%"
"27.08.2019","2.865,50","2.882,75","2.899,50","2.860,00","1,53M","-0,62%"
"26.08.2019","2.883,25","2.831,00","2.888,50","2.810,25","1,85M","0,97%"
"23.08.2019","2.855,50","2.920,25","2.936,75","2.834,00","2,86M","-2,28%"
"22.08.2019","2.922,25","2.931,25","2.939,75","2.904,25","1,47M","-0,24%"
"21.08.2019","2.929,25","2.893,25","2.932,50","2.893,00","1,18M","1,07%"
"20.08.2019","2.898,25","2.921,25","2.932,25","2.894,25","1,48M","-0,87%"
"19.08.2019","2.923,75","2.893,00","2.932,25","2.892,50","1,29M","1,12%"
"16.08.2019","2.891,50","2.851,00","2.894,75","2.849,50","1,63M","1,51%"
"15.08.2019","2.848,50","2.836,00","2.871,75","2.817,75","2,50M","0,27%"
"14.08.2019","2.840,75","2.931,00","2.936,50","2.835,75","2,79M","-3,11%"
"13.08.2019","2.932,00","2.882,25","2.944,25","2.866,75","2,18M","1,80%"
"12.08.2019","2.880,25","2.918,75","2.931,00","2.872,50","1,71M","-1,35%"
"09.08.2019","2.919,75","2.928,00","2.935,75","2.899,00","2,03M","-0,69%"
"08.08.2019","2.940,00","2.879,00","2.940,75","2.870,50","1,80M","2,07%"
"07.08.2019","2.880,50","2.873,75","2.891,50","2.823,25","2,68M","0,16%"
"06.08.2019","2.876,00","2.816,25","2.883,75","2.775,75","2,60M","1,63%"
"05.08.2019","2.830,00","2.929,25","2.933,50","2.820,50","3,07M","-3,50%"
"02.08.2019","2.932,50","2.950,25","2.961,00","2.913,50","2,45M","-0,66%"
"01.08.2019","2.952,00","2.970,25","3.014,25","2.944,50","2,74M","-1,01%"
"31.07.2019","2.982,25","3.016,25","3.020,75","2.958,00","1,95M","-1,00%"
"30.07.2019","3.012,25","3.022,25","3.027,50","3.001,50","1,18M","-0,31%"
"29.07.2019","3.021,75","3.022,00","3.027,25","3.015,50","823,57K","-0,09%"
"26.07.2019","3.024,50","3.006,50","3.029,50","3.006,00","961,02K","0,60%"
"25.07.2019","3.006,50","3.018,00","3.027,75","2.998,00","1,33M","-0,50%"
"24.07.2019","3.021,50","3.003,00","3.022,00","2.996,00","1,07M","0,45%"
"23.07.2019","3.008,00","2.988,75","3.008,50","2.987,50","1,06M","0,64%"
"22.07.2019","2.989,00","2.974,50","2.993,50","2.972,50","1,10M","0,40%"
"19.07.2019","2.977,00","3.003,75","3.009,75","2.969,50","1,48M","-0,68%"
"18.07.2019","2.997,50","2.980,75","3.005,25","2.974,50","1,35M","0,42%"
"17.07.2019","2.985,00","3.005,75","3.013,00","2.980,50","1,04M","-0,73%"
"16.07.2019","3.007,00","3.017,25","3.021,75","3.004,50","939,81K","-0,34%"
"15.07.2019","3.017,25","3.015,25","3.023,50","3.010,75","829,94K","0,06%"
"12.07.2019","3.015,50","3.003,00","3.018,00","3.002,25","969,96K","0,38%"
"11.07.2019","3.004,00","2.996,00","3.006,75","2.992,50","1,18M","0,22%"
"10.07.2019","2.997,50","2.982,25","3.007,50","2.971,25","1,42M","0,52%"
"09.07.2019","2.982,00","2.977,75","2.986,25","2.963,50","956,65K","0,12%"
"08.07.2019","2.978,50","2.990,75","2.994,75","2.973,25","1,02M","-0,40%"
"05.07.2019","2.990,50","3.000,75","3.006,00","2.971,25","1,34M","-0,40%"
"04.07.2019","3.002,62","2.999,38","3.003,62","2.997,38","-","0,08%"
"03.07.2019","3.000,25","2.979,00","3.001,50","2.973,75","805,26K","0,70%"
"02.07.2019","2.979,50","2.968,00","2.980,00","2.958,50","1,12M","0,40%"
"01.07.2019","2.967,75","2.970,00","2.981,75","2.955,50","1,46M","0,80%"
"28.06.2019","2.944,25","2.932,75","2.955,25","2.930,00","1,32M","0,45%"
"27.06.2019","2.931,00","2.914,75","2.935,75","2.914,75","1,06M","0,45%"
"26.06.2019","2.918,00","2.922,50","2.939,00","2.914,50","1,23M","-0,14%"
"25.06.2019","2.922,00","2.951,00","2.958,25","2.920,00","1,42M","-1,02%"
"24.06.2019","2.952,00","2.948,00","2.961,75","2.947,25","910,17K","-0,06%"
"21.06.2019","2.953,90","2.953,75","2.956,00","2.944,00","47,73K","-0,06%"
"20.06.2019","2.955,75","2.926,75","2.960,00","2.926,00","473,31K","0,91%"
"19.06.2019","2.929,00","2.920,50","2.932,50","2.909,00","638,95K","0,25%"
"18.06.2019","2.921,75","2.893,50","2.931,75","2.884,50","1,07M","1,03%"
"17.06.2019","2.892,00","2.890,75","2.900,75","2.887,75","1,16M","0,05%"
"14.06.2019","2.890,50","2.893,75","2.898,75","2.880,50","1,26M","-0,14%"
"13.06.2019","2.894,50","2.882,00","2.896,50","2.867,25","1,44M","0,47%"
"12.06.2019","2.881,00","2.887,25","2.891,00","2.875,25","1,21M","-0,21%"
"11.06.2019","2.887,00","2.890,25","2.911,50","2.879,25","1,40M","-0,08%"
"10.06.2019","2.889,25","2.893,25","2.905,75","2.880,50","1,42M","0,50%"
"07.06.2019","2.875,00","2.840,00","2.886,25","2.838,00","1,69M","1,03%"
"06.06.2019","2.845,75","2.820,50","2.853,00","2.812,75","1,57M","0,64%"
"05.06.2019","2.827,75","2.806,50","2.829,50","2.801,00","1,74M","0,81%"
"04.06.2019","2.805,00","2.754,00","2.806,25","2.744,00","1,84M","2,02%"
"03.06.2019","2.749,50","2.741,00","2.763,75","2.728,75","2,30M","-0,11%"
"31.05.2019","2.752,50","2.788,75","2.791,00","2.750,00","2,21M","-1,36%"
"30.05.2019","2.790,50","2.779,50","2.799,00","2.776,50","1,28M","0,38%"
"29.05.2019","2.780,00","2.804,25","2.806,00","2.766,25","2,09M","-0,89%"
"28.05.2019","2.805,00","2.831,00","2.841,25","2.800,50","1,63M","-1,00%"
"27.05.2019","2.833,25","2.829,88","2.838,38","2.826,62","-","0,09%"
"26.05.2019","2.830,62","2.830,88","2.834,88","2.829,38","-","-0,04%"
"24.05.2019","2.831,75","2.821,75","2.842,00","2.819,25","1,20M","0,43%"
"23.05.2019","2.819,50","2.857,75","2.858,50","2.805,75","2,01M","-1,33%"
"22.05.2019","2.857,50","2.864,75","2.869,50","2.848,25","1,26M","-0,30%"
"21.05.2019","2.866,00","2.848,00","2.870,75","2.846,25","1,30M","0,77%"
"20.05.2019","2.844,00","2.861,50","2.876,50","2.832,50","1,66M","-0,63%"
"17.05.2019","2.862,00","2.879,75","2.887,50","2.852,50","1,93M","-0,57%"
"16.05.2019","2.878,50","2.853,50","2.894,00","2.840,50","1,69M","0,82%"
"15.05.2019","2.855,00","2.840,75","2.860,00","2.815,00","1,75M","0,55%"
"14.05.2019","2.839,25","2.806,00","2.853,75","2.799,75","1,80M","1,15%"
"13.05.2019","2.807,00","2.858,50","2.869,25","2.802,00","2,79M","-2,77%"
"10.05.2019","2.887,00","2.869,75","2.893,00","2.826,00","2,85M","0,50%"
"09.05.2019","2.872,75","2.884,00","2.885,50","2.836,25","2,71M","-0,50%"
"08.05.2019","2.887,25","2.889,75","2.899,50","2.868,75","2,04M","-0,12%"
"07.05.2019","2.890,75","2.911,75","2.930,50","2.862,50","2,81M","-1,42%"
"06.05.2019","2.932,50","2.917,75","2.938,25","2.883,50","2,04M","-0,51%"
"03.05.2019","2.947,50","2.918,50","2.949,50","2.916,50","1,30M","1,03%"
"02.05.2019","2.917,50","2.916,50","2.932,75","2.901,00","1,81M","-0,19%"
"01.05.2019","2.923,00","2.955,00","2.961,25","2.916,00","1,50M","-0,86%"
"30.04.2019","2.948,50","2.942,50","2.956,50","2.926,00","1,49M","0,19%"
"29.04.2019","2.943,00","2.939,25","2.951,50","2.937,75","944,85K","0,05%"
"26.04.2019","2.941,50","2.923,75","2.942,75","2.917,25","1,25M","0,52%"
"25.04.2019","2.926,25","2.930,00","2.935,75","2.914,25","1,38M","-0,15%"
"24.04.2019","2.930,75","2.937,25","2.939,75","2.927,75","1,13M","-0,25%"
"23.04.2019","2.938,00","2.911,75","2.939,75","2.908,00","1,19M","0,88%"
"22.04.2019","2.912,50","2.908,75","2.915,75","2.899,00","706,07K","0,07%"
"19.04.2019","2.910,50","2.910,50","2.910,50","2.910,50","-","0,02%"
"18.04.2019","2.910,00","2.901,00","2.911,75","2.889,50","1,34M","0,33%"
"17.04.2019","2.900,50","2.910,25","2.923,50","2.898,50","1,38M","-0,38%"
"16.04.2019","2.911,50","2.910,25","2.921,25","2.904,50","1,12M","0,07%"
"15.04.2019","2.909,50","2.912,00","2.914,50","2.900,50","955,66K","-0,10%"
"12.04.2019","2.912,50","2.892,00","2.914,75","2.890,75","1,23M","0,72%"
"11.04.2019","2.891,75","2.894,75","2.900,00","2.885,25","968,65K","-0,10%"
"10.04.2019","2.894,50","2.882,00","2.896,00","2.878,00","972,31K","0,42%"
"09.04.2019","2.882,50","2.898,50","2.900,00","2.877,25","1,18M","-0,54%"
"08.04.2019","2.898,25","2.896,25","2.899,75","2.884,25","978,91K","0,08%"
"05.04.2019","2.896,00","2.882,50","2.898,00","2.880,50","1,22M","0,46%"
"04.04.2019","2.882,75","2.880,75","2.885,75","2.871,00","1,05M","0,10%"
"03.04.2019","2.879,75","2.866,00","2.889,25","2.865,25","1,24M","0,44%"
"02.04.2019","2.867,00","2.868,50","2.873,75","2.862,25","859,94K","-0,12%"
"01.04.2019","2.870,50","2.844,50","2.873,50","2.844,50","1,26M","1,15%"
"29.03.2019","2.837,75","2.820,50","2.840,75","2.820,25","1,49M","0,59%"
"28.03.2019","2.821,00","2.807,00","2.824,25","2.795,00","1,19M","0,37%"
"27.03.2019","2.810,50","2.823,50","2.831,75","2.791,75","1,73M","-0,44%"
"26.03.2019","2.823,00","2.808,50","2.835,00","2.806,00","1,46M","0,57%"
"25.03.2019","2.807,00","2.813,00","2.818,50","2.789,50","1,80M","-0,13%"
"22.03.2019","2.810,75","2.859,50","2.864,75","2.805,25","2,25M","-1,81%"
"21.03.2019","2.862,50","2.823,75","2.866,00","2.813,75","1,66M","1,26%"
"20.03.2019","2.827,00","2.837,25","2.849,25","2.817,25","1,69M","-0,33%"
"19.03.2019","2.836,50","2.841,50","2.858,75","2.829,00","1,50M","-0,14%"
"18.03.2019","2.840,50","2.827,00","2.842,00","2.824,00","1,04M","1,02%"
"15.03.2019","2.811,89","2.808,00","2.821,50","2.807,50","42,98K","0,17%"
"14.03.2019","2.807,25","2.816,00","2.820,00","2.803,75","330,52K","-0,26%"
"13.03.2019","2.814,50","2.792,25","2.821,25","2.783,00","583,01K","0,81%"
"12.03.2019","2.792,00","2.784,75","2.798,25","2.780,50","958,32K","0,29%"
"11.03.2019","2.784,00","2.745,50","2.787,50","2.736,75","1,30M","1,35%"
"08.03.2019","2.747,00","2.749,00","2.751,50","2.722,00","1,38M","-0,11%"
"07.03.2019","2.750,00","2.770,50","2.776,25","2.738,50","1,92M","-0,78%"
"06.03.2019","2.771,50","2.786,50","2.792,75","2.768,50","1,51M","-0,72%"
"05.03.2019","2.791,50","2.790,50","2.799,00","2.783,25","1,20M","0,00%"
"04.03.2019","2.791,50","2.814,00","2.819,75","2.767,50","1,79M","-0,48%"
"01.03.2019","2.805,00","2.785,25","2.808,25","2.783,00","1,27M","0,73%"
"28.02.2019","2.784,75","2.795,25","2.795,75","2.781,75","1,36M","-0,37%"
"27.02.2019","2.795,00","2.788,00","2.797,25","2.775,00","1,14M","0,13%"
"26.02.2019","2.791,50","2.795,75","2.803,50","2.783,25","1,20M","-0,20%"
"25.02.2019","2.797,00","2.799,50","2.814,00","2.794,50","1,26M","0,21%"
"22.02.2019","2.791,25","2.773,50","2.795,50","2.770,50","1,19M","0,61%"
"21.02.2019","2.774,25","2.787,00","2.798,00","2.764,25","1,43M","-0,46%"
"20.02.2019","2.787,00","2.777,75","2.790,75","2.773,25","1,28M","0,30%"
"19.02.2019","2.778,75","2.777,00","2.787,50","2.766,00","1,20M","0,10%"
"18.02.2019","2.775,88","2.778,12","2.780,12","2.773,38","-","-0,10%"
"17.02.2019","2.778,62","2.777,25","2.781,38","2.775,25","-","0,06%"
"15.02.2019","2.777,00","2.741,25","2.778,50","2.729,00","1,52M","1,22%"
"14.02.2019","2.743,50","2.749,25","2.763,00","2.730,25","1,68M","-0,22%"
"13.02.2019","2.749,50","2.743,50","2.762,00","2.742,75","1,21M","0,17%"
"12.02.2019","2.744,75","2.707,00","2.748,00","2.705,50","1,31M","1,35%"
"11.02.2019","2.708,25","2.710,75","2.721,50","2.700,50","1,11M","0,07%"
"08.02.2019","2.706,25","2.702,00","2.709,00","2.680,75","1,58M","0,08%"
"07.02.2019","2.704,00","2.727,00","2.729,25","2.685,50","1,92M","-0,93%"
"06.02.2019","2.729,50","2.730,75","2.736,50","2.722,25","1,20M","-0,05%"
"05.02.2019","2.731,00","2.719,50","2.737,75","2.716,25","1,23M","0,36%"
"04.02.2019","2.721,25","2.699,25","2.725,00","2.697,00","1,02M","0,63%"
"01.02.2019","2.704,25","2.707,75","2.716,00","2.695,50","1,47M","-0,01%"
"31.01.2019","2.704,50","2.683,50","2.713,00","2.675,75","1,94M","0,82%"
"30.01.2019","2.682,50","2.648,50","2.689,75","2.636,25","1,56M","1,60%"
"29.01.2019","2.640,25","2.640,25","2.650,00","2.628,50","1,26M","-0,07%"
"28.01.2019","2.642,00","2.660,00","2.663,50","2.622,25","1,41M","-0,81%"
"25.01.2019","2.663,50","2.636,25","2.672,50","2.634,50","1,39M","1,12%"
"24.01.2019","2.634,00","2.635,00","2.647,50","2.626,00","1,27M","-0,16%"
"23.01.2019","2.638,25","2.630,75","2.653,75","2.612,50","1,58M","0,24%"
"22.01.2019","2.632,00","2.669,25","2.673,50","2.616,50","1,88M","-1,17%"
"21.01.2019","2.663,25","2.668,12","2.669,38","2.655,25","-","-0,19%"
